sig_z,longitude_mm,latitude_mm,risk_encoded
0.5807507463622748,0.5531594528378934,0.07362276379455762,2
-0.43826581421454136,0.5454062882809314,0.07710747103475829,1
-0.23733297128390157,0.5122243772968558,0.1263372841479114,0
0.5807507463622748,0.35330747243772986,0.07755582190260576,2
-0.43826581421454136,0.5592946100449163,0.21998934611799176,0
0.3654655575080178,0.5767762351980403,0.12945354463532652,0
-0.9980073052356093,0.6018527970600243,0.0843654281528832,0
-0.43826581421454136,0.5661443446304615,0.22660363119811783,1
-0.43826581421454136,0.46374540628828065,0.474310827007591,1
-0.43826581421454136,0.5604685585953444,0.2041727704532339,0
-0.43826581421454136,0.5925326663944466,0.20491410307630847,1
-0.43826581421454136,0.5415067374438545,0.11200337372930264,1
-0.43826581421454136,0.5985606369946916,0.16430505615483643,1
-0.03640012835326178,0.4228868926092284,0.39127269498823636,1
-0.6391986571451812,0.5145977950183749,0.09683934833755051,0
-0.03640012835326178,0.257620457329522,0.6868069427797755,1
-0.43826581421454136,0.5536290322580646,0.12241754339237362,1
-0.43826581421454136,0.5506278072682731,0.11670883828294934,1
-0.43826581421454136,0.508355451204574,0.14663292937364053,0
0.164532714577378,0.5432625561453657,0.10771518622097931,1
-0.03640012835326178,0.4904399755002036,0.18399698140009768,0
-0.43826581421454136,0.547213148223765,0.10434145691836463,1
0.5807507463622748,0.32004899959167066,0.588254095085897,2
-0.03640012835326178,0.3269497754185382,0.588698006836241,1
-0.43826581421454136,0.5588505512454063,0.0757757357837262,1
-0.8257791541522038,0.5530879951000403,0.07889643538864474,1
-0.9980073052356093,0.5113056349530423,0.07039552536955654,0
-0.23733297128390157,0.5464526337280526,0.3206507746260044,1
-0.6391986571451812,0.5758728052266227,0.19491277134105744,1
-0.6391986571451812,0.5804971416904863,0.2248013494917211,1
-0.03640012835326178,0.2563086974275217,0.4927376037643717,0
-0.6391986571451812,0.5726776235198043,0.21242508989212944,1
-0.23733297128390157,0.5237545937117192,0.18051227415989707,0
0.609455438209509,0.41446508779093527,0.3945176898832512,2
-0.6391986571451812,0.453782155982033,0.12962667021796068,1
-0.6391986571451812,0.49112392813393235,0.42827273937941146,1
-0.43826581421454136,0.49168538178848475,0.43749722555156045,1
-0.23733297128390157,0.5776745610453249,0.23606339059794912,1
-0.02204778242964465,0.2318905675786036,0.6346917032893862,0
1.0256734699944057,0.2656798693344218,0.8213122031340171,2
-0.9980073052356093,0.5458860759493671,0.21447152306121547,0
-0.23733297128390157,0.5649346672111069,0.21887956674213171,1
-0.43826581421454136,0.5688291139240507,0.2482842810849203,1
-0.03640012835326178,0.43667313189056767,0.3910951302880988,1
-0.23733297128390157,0.36276541445487975,0.6777822168952814,1
-0.43826581421454136,0.43076255614536585,0.3879744306831802,1
-0.23733297128390157,0.2083401388321766,0.6032006037199805,1
-0.8257791541522038,0.5195590036749698,0.15994584276645807,0
0.5807507463622748,0.552883830134749,0.22006481111555026,1
-0.23733297128390157,0.5147356063699471,0.34619345674079993,1
0.164532714577378,0.47638321763985303,0.11502197363164207,1
-0.6391986571451812,0.49596263781135175,0.12033115816575665,1
0.3654655575080178,0.4771743568803597,0.11794291294890577,1
-0.03640012835326178,0.4701663944467125,0.10492298131131533,1
